dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
0,7.00,6.00,6.00,6.00,7.00,4.00,7,8,9,8,9
0,4.00,8.00,8.00,5.00,7.00,4.00,7,8,4,8,8
0,5.00,6.00,5.00,5.00,7.00,4.00,7,8,8,8,8
0,7.00,4.00,5.00,3.00,7.00,4.00,7,8,9,10,5
0,4.00,10.00,8.00,8.00,6.00,4.00,7,8,7,8,7
0,4.00,9.00,8.00,6.00,6.00,4.00,7,8,6,7,6
0,6.00,7.00,7.00,6.00,6.00,4.00,7,8,9,8,8
0,7.00,7.00,7.00,6.00,6.00,4.00,7,8,8,9,9
0,6.00,6.00,7.00,6.00,6.00,4.00,7,8,9,9,8
0,6.00,9.00,6.00,6.00,6.00,4.00,7,8,4,8,8
0,4.00,6.00,6.00,6.00,6.00,4.00,7,8,8,9,6
0,8.00,7.00,9.00,5.00,6.00,4.00,7,8,5,7,7
0,4.00,7.00,8.00,5.00,6.00,4.00,7,8,8,9,9
0,7.00,7.00,6.00,5.00,6.00,4.00,7,8,8,9,7
0,4.00,7.00,8.00,4.00,6.00,4.00,7,8,6,9,8
0,4.00,6.00,7.00,3.00,6.00,4.00,7,8,7,9,5
0,4.00,5.00,7.00,3.00,6.00,4.00,7,8,6,8,7
0,3.00,5.00,6.00,2.00,6.00,4.00,7,8,9,8,8
0,4.00,7.00,7.00,6.00,5.00,4.00,7,8,8,8,8
0,5.00,7.00,7.00,6.00,5.00,4.00,7,8,9,9,9
0,7.00,7.00,7.00,6.00,5.00,4.00,7,8,8,7,7
0,5.00,6.00,6.00,6.00,5.00,4.00,7,8,7,9,8
0,5.00,4.00,6.00,6.00,5.00,4.00,7,8,8,8,8
0,7.00,4.00,5.00,6.00,5.00,4.00,7,8,5,7,7
0,5.00,6.00,7.00,5.00,5.00,4.00,7,8,6,8,5
0,5.00,7.00,6.00,5.00,5.00,4.00,7,8,8,9,7
0,6.00,6.00,6.00,5.00,5.00,4.00,7,8,9,9,8
0,6.00,6.00,6.00,5.00,5.00,4.00,7,8,9,8,7
0,4.00,4.00,4.00,5.00,5.00,4.00,7,8,6,7,6
0,7.00,4.00,5.00,4.00,5.00,4.00,7,8,8,9,8
0,3.00,6.00,6.00,5.00,4.00,4.00,7,8,7,9,5
0,6.00,7.00,6.00,4.00,4.00,4.00,7,8,7,9,6
0,5.00,6.00,6.00,4.00,4.00,4.00,7,8,8,9,7
0,7.00,6.00,6.00,4.00,4.00,4.00,7,8,8,9,8
0,3.00,7.00,5.00,4.00,4.00,4.00,7,8,6,7,6
0,7.00,4.00,4.00,4.00,4.00,4.00,7,8,3,8,5
0,4.00,6.00,7.00,3.00,4.00,4.00,7,8,6,8,5
0,4.00,5.00,6.00,3.00,4.00,4.00,7,8,6,8,5
0,4.00,4.00,4.00,10.00,4.00,4.00,7,8,4,10,8
0,5.00,6.00,9.00,6.00,9.00,3.00,7,8,6,9,8
0,7.00,7.00,8.00,8.00,8.00,3.00,7,8,7,10,8
0,6.00,8.00,8.00,6.00,8.00,3.00,7,8,7,9,5
0,5.00,8.00,8.00,5.00,8.00,3.00,7,8,8,9,6
0,8.00,8.00,8.00,5.00,8.00,3.00,7,8,8,7,7
0,6.00,6.00,8.00,3.00,8.00,3.00,7,8,6,8,7
0,3.00,4.00,7.00,3.00,8.00,3.00,7,8,8,9,8
0,7.00,7.00,7.00,7.00,7.00,3.00,7,8,8,8,8
0,7.00,4.00,9.00,6.00,7.00,3.00,7,8,6,8,5
0,5.00,5.00,6.00,6.00,7.00,3.00,7,8,9,8,9
0,3.00,8.00,7.00,3.00,7.00,3.00,7,8,7,9,6
0,6.00,6.00,7.00,3.00,7.00,3.00,7,8,6,8,7
0,4.00,6.00,8.00,7.00,6.00,3.00,7,8,7,9,5
0,6.00,8.00,8.00,6.00,6.00,3.00,7,8,9,9,7
0,6.00,7.00,7.00,4.00,6.00,3.00,7,8,9,9,9
0,9.00,5.00,7.00,4.00,6.00,3.00,7,8,8,7,7
0,5.00,5.00,6.00,4.00,6.00,3.00,7,8,8,7,7
0,2.00,4.00,6.00,4.00,6.00,3.00,7,8,7,9,8
0,9.00,5.00,6.00,3.00,6.00,3.00,7,8,9,8,8
0,3.00,7.00,7.00,2.00,6.00,3.00,7,8,9,10,5
0,10.00,6.00,6.00,9.00,5.00,3.00,7,8,5,7,7
0,6.00,7.00,6.00,6.00,5.00,3.00,7,8,8,9,7
0,6.00,7.00,7.00,5.00,5.00,3.00,7,8,9,9,8
0,3.00,5.00,6.00,5.00,5.00,3.00,7,8,9,10,5
0,4.00,8.00,7.00,4.00,5.00,3.00,7,8,8,9,6
0,3.00,6.00,7.00,4.00,5.00,3.00,7,8,6,9,8
0,3.00,9.00,7.00,3.00,5.00,3.00,7,8,3,8,5
0,5.00,5.00,6.00,3.00,5.00,3.00,7,8,3,8,5
0,4.00,8.00,8.00,5.00,4.00,3.00,7,8,9,9,7
0,6.00,6.00,5.00,4.00,4.00,3.00,7,8,8,7,7
0,3.00,3.00,4.00,4.00,4.00,3.00,7,8,9,9,7
0,4.00,7.00,6.00,1.00,4.00,3.00,7,8,6,8,7
0,4.00,6.00,5.00,3.00,3.00,3.00,7,8,6,8,7
0,3.00,5.00,4.00,2.00,3.00,3.00,7,8,9,10,5
0,5.00,6.00,10.00,2.00,3.00,3.00,7,8,6,8,5
0,2.00,7.00,8.00,6.00,10.00,3.00,7,8,7,10,8
0,4.00,8.00,9.00,8.00,9.00,2.00,7,8,7,10,8
0,8.00,10.00,10.00,6.00,8.00,2.00,7,8,8,7,8
0,5.00,8.00,8.00,7.00,7.00,2.00,7,8,7,9,8
0,3.00,6.00,7.00,6.00,7.00,2.00,7,8,8,9,9
0,7.00,7.00,8.00,5.00,7.00,2.00,7,8,8,8,8
0,3.00,8.00,8.00,3.00,7.00,2.00,7,8,6,9,8
0,10.00,7.00,6.00,7.00,6.00,2.00,7,8,8,7,7
0,4.00,8.00,7.00,5.00,6.00,2.00,7,8,6,7,6
0,6.00,8.00,8.00,3.00,6.00,2.00,7,8,9,10,5
0,5.00,6.00,6.00,6.00,5.00,2.00,7,8,8,9,7
0,6.00,4.00,7.00,4.00,5.00,2.00,7,8,6,8,7
0,3.00,5.00,7.00,2.00,5.00,2.00,7,8,7,9,8
0,4.00,8.00,6.00,2.00,5.00,2.00,7,8,3,8,5
0,5.00,4.00,4.00,4.00,4.00,2.00,7,8,9,9,8
0,2.00,8.00,10.00,4.00,4.00,2.00,7,8,8,7,7
0,2.00,5.00,4.00,3.00,4.00,2.00,7,8,5,7,7
0,6.00,3.00,4.00,2.00,4.00,2.00,7,8,6,8,5
0,5.00,10.00,4.00,3.00,3.00,2.00,7,8,9,9,9
0,2.00,6.00,5.00,2.00,3.00,2.00,7,8,6,7,6
0,4.00,3.00,5.00,4.00,2.00,2.00,7,8,9,8,8
0,2.00,4.00,3.00,6.00,1.00,2.00,7,8,9,8,8
0,7.00,6.00,10.00,3.00,8.00,10.00,7,8,7,9,8
0,8.00,10.00,9.00,7.00,7.00,10.00,7,8,6,9,8
0,5.00,10.00,8.00,7.00,6.00,10.00,7,8,9,9,9
0,4.00,6.00,8.00,6.00,6.00,10.00,7,8,6,8,5
0,2.00,10.00,10.00,5.00,10.00,10.00,7,8,7,9,6
0,5.00,9.00,8.00,4.00,9.00,1.00,7,8,4,10,8
0,8.00,8.00,8.00,8.00,8.00,1.00,7,8,9,9,9
0,3.00,8.00,8.00,4.00,8.00,1.00,7,8,6,9,8
0,3.00,8.00,5.00,1.00,8.00,1.00,7,8,4,10,8
0,3.00,4.00,7.00,3.00,7.00,1.00,7,8,9,8,8
0,3.00,8.00,8.00,2.00,7.00,1.00,7,8,8,8,8
0,6.00,5.00,6.00,8.00,5.00,1.00,7,8,8,7,7
0,3.00,6.00,8.00,5.00,5.00,1.00,7,8,7,8,7
0,3.00,6.00,6.00,4.00,5.00,1.00,7,8,6,8,7
0,1.00,4.00,5.00,4.00,5.00,1.00,7,8,7,10,8
0,4.00,5.00,5.00,3.00,5.00,1.00,7,8,7,8,7
0,3.00,4.00,4.00,2.00,5.00,1.00,7,8,3,8,5
0,4.00,5.00,7.00,1.00,5.00,1.00,7,8,6,8,7
0,6.00,8.00,10.00,9.00,3.00,1.00,7,8,8,9,9
0,1.00,3.00,5.00,2.00,3.00,1.00,7,8,7,10,8
0,3.00,1.00,3.00,4.00,2.00,1.00,7,8,4,10,8
0,1.00,2.00,3.00,2.00,2.00,1.00,7,8,8,8,8
0,2.00,2.00,3.00,2.00,2.00,1.00,7,8,7,8,7
0,6.00,6.00,8.00,4.00,10.00,1.00,7,8,4,10,8
0,10.00,8.00,5.00,3.00,10.00,1.00,7,8,8,7,7
0,1.00,1.00,1.00,1.00,1.00,1.00,7,8,4,10,8
0,1.00,1.00,1.00,1.00,1.00,1.00,7,8,4,10,8
0,1.00,1.00,1.00,1.00,1.00,1.00,7,8,4,10,8
0,5.00,7.00,7.00,0.00,4.00,0.00,7,8,8,7,7
0,0.00,0.00,0.00,0.00,0.00,0.00,7,8,4,10,8
0,9.00,9.00,9.00,9.00,9.00,9.00,8,8,9,8,9
0,5.00,10.00,10.00,10.00,9.00,9.00,8,8,8,8,6
0,5.00,10.00,9.00,9.00,8.00,9.00,8,8,8,9,9
0,7.00,6.00,7.00,7.00,8.00,9.00,8,8,8,8,8
0,7.00,8.00,9.00,9.00,7.00,9.00,8,8,8,8,8
0,6.00,9.00,7.00,8.00,7.00,9.00,8,8,8,8,8
0,4.00,5.00,7.00,5.00,7.00,9.00,8,8,9,9,7
0,8.00,9.00,8.00,10.00,7.00,9.00,8,8,6,8,6
0,6.00,8.00,8.00,7.00,6.00,9.00,8,8,8,8,9
0,8.00,9.00,10.00,9.00,10.00,9.00,8,8,9,9,7
0,6.00,10.00,9.00,8.00,10.00,9.00,8,8,8,9,3
0,6.00,10.00,10.00,10.00,10.00,9.00,8,8,9,8,9
0,8.00,9.00,9.00,9.00,9.00,8.00,8,8,6,8,6
0,5.00,9.00,9.00,8.00,9.00,8.00,8,8,10,9,10
0,6.00,8.00,8.00,8.00,9.00,8.00,8,8,8,8,9
0,6.00,7.00,8.00,8.00,9.00,8.00,8,8,10,9,10
0,6.00,9.00,10.00,8.00,9.00,8.00,8,8,8,9,9
0,4.00,9.00,8.00,5.00,9.00,8.00,8,8,8,9,7
0,7.00,6.00,7.00,10.00,9.00,8.00,8,8,9,8,9
0,9.00,8.00,9.00,8.00,8.00,8.00,8,8,8,8,8
0,7.00,8.00,8.00,8.00,8.00,8.00,8,8,8,9,9
0,8.00,8.00,8.00,8.00,8.00,8.00,8,8,8,8,8
0,7.00,6.00,5.00,8.00,8.00,8.00,8,8,7,8,8
0,5.00,7.00,8.00,7.00,8.00,8.00,8,8,8,8,7
0,6.00,8.00,6.00,6.00,8.00,8.00,8,8,8,8,6
0,5.00,9.00,9.00,8.00,7.00,8.00,8,8,8,8,8
0,7.00,7.00,9.00,8.00,7.00,8.00,8,8,8,9,3
0,8.00,8.00,8.00,8.00,7.00,8.00,8,8,8,6,6
0,4.00,9.00,8.00,6.00,6.00,8.00,8,8,7,8,7
0,6.00,4.00,4.00,8.00,4.00,8.00,8,8,8,8,10
0,4.00,0.00,2.00,0.00,3.00,8.00,8,8,8,8,10
0,6.00,7.00,9.00,9.00,10.00,8.00,8,8,8,10,9
0,7.00,8.00,9.00,7.00,10.00,8.00,8,8,8,9,3
0,6.00,8.00,8.00,8.00,9.00,7.00,8,8,8,9,9
0,2.00,8.00,8.00,5.00,9.00,7.00,8,8,8,8,8
0,5.00,5.00,7.00,5.00,9.00,7.00,8,8,8,8,7
0,7.00,9.00,10.00,9.00,8.00,7.00,8,8,8,8,8
0,8.00,9.00,8.00,8.00,8.00,7.00,8,8,8,9,7
0,3.00,8.00,8.00,8.00,8.00,7.00,8,8,10,9,10
0,7.00,8.00,8.00,8.00,8.00,7.00,8,8,9,8,9
0,8.00,8.00,7.00,8.00,8.00,7.00,8,8,9,8,9
0,5.00,10.00,10.00,8.00,8.00,7.00,8,8,8,9,9
0,5.00,9.00,9.00,7.00,8.00,7.00,8,8,8,8,6
0,5.00,8.00,9.00,7.00,8.00,7.00,8,8,9,9,7
0,7.00,8.00,9.00,7.00,8.00,7.00,8,8,8,8,8
0,8.00,9.00,8.00,7.00,8.00,7.00,8,8,10,9,10
0,6.00,8.00,8.00,7.00,8.00,7.00,8,8,10,9,10
0,3.00,7.00,7.00,6.00,8.00,7.00,8,8,9,9,7
0,7.00,6.00,7.00,5.00,8.00,7.00,8,8,8,8,8
0,6.00,10.00,10.00,10.00,8.00,7.00,8,8,8,9,3
0,8.00,9.00,9.00,8.00,7.00,7.00,8,8,7,8,7
0,8.00,8.00,7.00,8.00,7.00,7.00,8,8,7,9,7
0,6.00,6.00,7.00,8.00,7.00,7.00,8,8,8,8,10
0,8.00,6.00,6.00,8.00,7.00,7.00,8,8,9,9,9
0,8.00,9.00,10.00,8.00,7.00,7.00,8,8,8,8,10
0,6.00,9.00,9.00,7.00,7.00,7.00,8,8,6,9,9
0,8.00,8.00,8.00,7.00,7.00,7.00,8,8,8,8,8
0,6.00,7.00,8.00,7.00,7.00,7.00,8,8,7,9,7
0,5.00,7.00,7.00,7.00,7.00,7.00,8,8,9,10,10
0,6.00,7.00,7.00,7.00,7.00,7.00,8,8,8,8,6
0,6.00,7.00,7.00,7.00,7.00,7.00,8,8,8,9,9
0,7.00,7.00,7.00,7.00,7.00,7.00,8,8,8,8,8
0,5.00,8.00,7.00,6.00,7.00,7.00,8,8,8,8,8
0,4.00,8.00,7.00,5.00,7.00,7.00,8,8,8,8,9
0,9.00,8.00,7.00,7.00,6.00,7.00,8,8,8,8,8
0,6.00,5.00,5.00,6.00,6.00,7.00,8,8,9,9,6
0,5.00,8.00,6.00,6.00,5.00,7.00,8,8,8,9,9
0,2.00,6.00,3.00,6.00,5.00,7.00,8,8,9,10,10
0,8.00,7.00,7.00,5.00,5.00,7.00,8,8,9,9,9
0,5.00,6.00,6.00,5.00,5.00,7.00,8,8,8,8,8
0,7.00,6.00,7.00,8.00,10.00,7.00,8,8,8,8,8
0,7.00,10.00,10.00,10.00,10.00,7.00,8,8,10,9,10
0,8.00,10.00,10.00,8.00,9.00,6.00,8,8,8,8,10
0,7.00,9.00,9.00,7.00,9.00,6.00,8,8,8,8,6
0,6.00,8.00,9.00,7.00,9.00,6.00,8,8,7,9,9
0,6.00,7.00,9.00,6.00,9.00,6.00,8,8,8,9,7
0,6.00,8.00,8.00,9.00,8.00,6.00,8,8,8,9,3
0,7.00,5.00,7.00,8.00,8.00,6.00,8,8,9,8,9
0,5.00,8.00,8.00,7.00,8.00,6.00,8,8,8,9,9
0,5.00,6.00,8.00,7.00,8.00,6.00,8,8,8,9,9
0,7.00,6.00,8.00,7.00,8.00,6.00,8,8,8,8,8
0,6.00,8.00,7.00,7.00,8.00,6.00,8,8,8,8,8
0,6.00,8.00,7.00,7.00,8.00,6.00,8,8,8,9,7
0,8.00,7.00,7.00,7.00,8.00,6.00,8,8,9,9,8
0,7.00,10.00,7.00,7.00,8.00,6.00,8,8,8,8,8
0,6.00,8.00,8.00,6.00,8.00,6.00,8,8,8,9,7
0,7.00,8.00,8.00,6.00,8.00,6.00,8,8,10,9,10
0,6.00,6.00,8.00,6.00,8.00,6.00,8,8,9,10,10
0,3.00,9.00,7.00,6.00,8.00,6.00,8,8,8,8,10
0,6.00,8.00,7.00,6.00,8.00,6.00,8,8,8,9,9
0,5.00,7.00,7.00,6.00,8.00,6.00,8,8,8,9,7
0,7.00,6.00,7.00,6.00,8.00,6.00,8,8,8,9,7
0,9.00,7.00,7.00,4.00,8.00,6.00,8,8,8,8,8
0,7.00,8.00,8.00,8.00,7.00,6.00,8,8,8,9,6
0,6.00,7.00,7.00,8.00,7.00,6.00,8,8,8,8,7
0,4.00,5.00,6.00,8.00,7.00,6.00,8,8,8,8,10
0,7.00,8.00,8.00,7.00,7.00,6.00,8,8,6,8,6
0,8.00,6.00,8.00,7.00,7.00,6.00,8,8,9,8,9
0,5.00,8.00,7.00,7.00,7.00,6.00,8,8,6,9,9
0,5.00,7.00,10.00,7.00,7.00,6.00,8,8,8,9,7
0,5.00,10.00,9.00,6.00,7.00,6.00,8,8,8,8,6
0,4.00,9.00,8.00,6.00,7.00,6.00,8,8,8,9,9
0,7.00,8.00,8.00,6.00,7.00,6.00,8,8,8,8,8
0,6.00,6.00,8.00,6.00,7.00,6.00,8,8,6,9,9
0,7.00,6.00,7.00,6.00,7.00,6.00,8,8,8,9,9
0,5.00,6.00,6.00,5.00,7.00,6.00,8,8,8,8,8
0,6.00,7.00,8.00,4.00,7.00,6.00,8,8,6,9,9
0,4.00,8.00,8.00,8.00,6.00,6.00,8,8,9,10,10
0,8.00,8.00,7.00,7.00,6.00,6.00,8,8,6,8,6
0,6.00,8.00,6.00,7.00,6.00,6.00,8,8,8,9,9
0,7.00,7.00,6.00,7.00,6.00,6.00,8,8,9,8,9
0,7.00,5.00,6.00,7.00,6.00,6.00,8,8,8,8,10
0,5.00,9.00,8.00,6.00,6.00,6.00,8,8,8,9,9
0,2.00,8.00,7.00,6.00,6.00,6.00,8,8,7,8,7
0,6.00,6.00,7.00,6.00,6.00,6.00,8,8,8,8,6
0,6.00,7.00,6.00,6.00,6.00,6.00,8,8,7,9,7
0,7.00,7.00,6.00,6.00,6.00,6.00,8,8,7,8,8
0,5.00,6.00,6.00,6.00,6.00,6.00,8,8,8,8,8
0,7.00,10.00,10.00,6.00,6.00,6.00,8,8,7,8,7
0,6.00,8.00,8.00,5.00,6.00,6.00,8,8,8,8,6
0,5.00,6.00,7.00,5.00,6.00,6.00,8,8,8,8,8
0,4.00,7.00,7.00,4.00,6.00,6.00,8,8,8,8,8
0,4.00,6.00,7.00,4.00,6.00,6.00,8,8,8,8,8
0,7.00,7.00,8.00,6.00,5.00,6.00,8,8,8,8,8
0,4.00,7.00,7.00,6.00,5.00,6.00,8,8,6,9,9
0,7.00,6.00,7.00,5.00,5.00,6.00,8,8,7,8,8
0,5.00,6.00,6.00,5.00,5.00,6.00,8,8,8,8,8
0,5.00,6.00,5.00,4.00,5.00,6.00,8,8,8,8,8
0,4.00,4.00,4.00,4.00,4.00,6.00,8,8,7,8,7
0,5.00,4.00,10.00,6.00,10.00,6.00,8,8,8,8,8
0,6.00,7.00,8.00,8.00,9.00,5.00,8,8,7,9,9
0,8.00,10.00,10.00,8.00,9.00,5.00,8,8,7,9,7
0,7.00,7.00,6.00,7.00,9.00,5.00,8,8,8,8,8
0,5.00,7.00,9.00,5.00,9.00,5.00,8,8,9,9,6
0,8.00,7.00,9.00,9.00,8.00,5.00,8,8,9,9,9
0,7.00,8.00,8.00,9.00,8.00,5.00,8,8,7,9,7
0,7.00,7.00,9.00,8.00,8.00,5.00,8,8,6,9,9
0,8.00,9.00,8.00,7.00,8.00,5.00,8,8,8,9,9
0,6.00,8.00,8.00,7.00,8.00,5.00,8,8,8,8,8
0,5.00,7.00,7.00,7.00,8.00,5.00,8,8,8,8,10
0,4.00,5.00,8.00,6.00,8.00,5.00,8,8,7,9,7
0,7.00,8.00,7.00,6.00,8.00,5.00,8,8,8,8,10
0,8.00,6.00,7.00,6.00,8.00,5.00,8,8,9,9,8
0,7.00,7.00,8.00,5.00,8.00,5.00,8,8,9,9,6
0,8.00,7.00,8.00,5.00,8.00,5.00,8,8,8,9,9
0,9.00,10.00,10.00,10.00,8.00,5.00,8,8,8,8,8
0,4.00,8.00,8.00,8.00,7.00,5.00,8,8,8,8,5
0,7.00,7.00,6.00,8.00,7.00,5.00,8,8,6,8,6
0,6.00,7.00,7.00,7.00,7.00,5.00,8,8,8,8,8
0,9.00,7.00,9.00,6.00,7.00,5.00,8,8,7,7,7
0,5.00,7.00,8.00,6.00,7.00,5.00,8,8,10,9,10
0,6.00,9.00,7.00,6.00,7.00,5.00,8,8,8,8,8
0,5.00,8.00,7.00,6.00,7.00,5.00,8,8,8,9,9
0,7.00,8.00,7.00,6.00,7.00,5.00,8,8,6,8,7
0,5.00,7.00,7.00,6.00,7.00,5.00,8,8,8,8,10
0,6.00,7.00,7.00,6.00,7.00,5.00,8,8,9,9,7
0,6.00,7.00,7.00,6.00,7.00,5.00,8,8,8,9,6
0,5.00,7.00,6.00,6.00,7.00,5.00,8,8,8,8,10
0,8.00,6.00,6.00,6.00,7.00,5.00,8,8,8,8,8
0,7.00,8.00,8.00,5.00,7.00,5.00,8,8,8,8,8
0,8.00,5.00,8.00,5.00,7.00,5.00,8,8,7,7,7
0,8.00,10.00,7.00,10.00,7.00,5.00,8,8,9,8,9
0,6.00,7.00,8.00,8.00,6.00,5.00,8,8,8,9,9
0,8.00,7.00,6.00,8.00,6.00,5.00,8,8,8,6,6
0,3.00,6.00,4.00,8.00,6.00,5.00,8,8,8,8,10
0,6.00,6.00,9.00,6.00,6.00,5.00,8,8,6,9,9
0,6.00,7.00,7.00,6.00,6.00,5.00,8,8,8,8,8
0,6.00,7.00,7.00,6.00,6.00,5.00,8,8,6,9,9
0,6.00,6.00,7.00,6.00,6.00,5.00,8,8,9,9,7
0,6.00,6.00,7.00,6.00,6.00,5.00,8,8,8,8,8
0,7.00,6.00,7.00,6.00,6.00,5.00,8,8,8,8,9
0,7.00,6.00,7.00,6.00,6.00,5.00,8,8,8,9,9
0,7.00,6.00,7.00,6.00,6.00,5.00,8,8,8,8,8
0,6.00,6.00,6.00,6.00,6.00,5.00,8,8,8,8,8
0,6.00,7.00,7.00,5.00,6.00,5.00,8,8,8,8,8
0,6.00,7.00,6.00,5.00,6.00,5.00,8,8,8,8,8
0,5.00,6.00,6.00,5.00,6.00,5.00,8,8,9,10,10
0,8.00,7.00,7.00,8.00,5.00,5.00,8,8,7,7,4
0,5.00,10.00,8.00,7.00,5.00,5.00,8,8,8,8,8
0,5.00,4.00,6.00,7.00,5.00,5.00,8,8,8,8,8
0,7.00,6.00,7.00,6.00,5.00,5.00,8,8,7,9,7
0,8.00,10.00,7.00,6.00,5.00,5.00,8,8,6,8,6
0,3.00,7.00,6.00,6.00,5.00,5.00,8,8,6,9,9
0,5.00,5.00,8.00,5.00,5.00,5.00,8,8,8,6,6
0,7.00,8.00,7.00,5.00,5.00,5.00,8,8,8,8,8
0,5.00,7.00,7.00,5.00,5.00,5.00,8,8,8,8,7
0,7.00,7.00,7.00,5.00,5.00,5.00,8,8,9,9,7
0,7.00,6.00,7.00,5.00,5.00,5.00,8,8,8,9,6
0,4.00,8.00,6.00,5.00,5.00,5.00,8,8,6,8,6
0,4.00,6.00,6.00,5.00,5.00,5.00,8,8,8,9,9
0,4.00,4.00,6.00,5.00,5.00,5.00,8,8,6,9,9
0,4.00,6.00,5.00,5.00,5.00,5.00,8,8,8,8,8
0,5.00,5.00,5.00,5.00,5.00,5.00,8,8,8,9,9
0,5.00,5.00,5.00,5.00,5.00,5.00,8,8,8,9,9
0,5.00,5.00,5.00,5.00,5.00,5.00,8,8,8,8,8
0,5.00,5.00,5.00,5.00,5.00,5.00,8,8,9,9,7
0,6.00,5.00,5.00,5.00,5.00,5.00,8,8,7,8,7
0,5.00,6.00,7.00,4.00,5.00,5.00,8,8,8,8,8
0,4.00,7.00,6.00,4.00,5.00,5.00,8,8,6,9,9
0,5.00,5.00,6.00,3.00,5.00,5.00,8,8,8,8,8
0,8.00,9.00,7.00,10.00,5.00,5.00,8,8,9,8,9
0,4.00,7.00,7.00,9.00,4.00,5.00,8,8,8,8,8
0,5.00,5.00,5.00,4.00,4.00,5.00,8,8,8,9,3
0,3.00,7.00,7.00,2.00,2.00,5.00,8,8,8,9,9
0,6.00,10.00,8.00,8.00,10.00,5.00,8,8,8,8,8
0,5.00,10.00,10.00,7.00,10.00,5.00,8,8,10,9,10
0,5.00,6.00,10.00,4.00,10.00,5.00,8,8,9,9,7
0,5.00,5.00,8.00,6.00,9.00,4.00,8,8,8,9,3
0,6.00,9.00,10.00,3.00,9.00,4.00,8,8,8,9,7
0,6.00,10.00,8.00,8.00,8.00,4.00,8,8,8,9,9
0,6.00,9.00,8.00,7.00,8.00,4.00,8,8,8,8,8
0,7.00,4.00,5.00,7.00,8.00,4.00,8,8,10,8,9
0,4.00,8.00,8.00,5.00,8.00,4.00,8,8,8,9,7
0,5.00,8.00,7.00,5.00,8.00,4.00,8,8,7,8,7
0,5.00,6.00,5.00,2.00,8.00,4.00,8,8,8,8,8
0,2.00,8.00,8.00,9.00,7.00,4.00,8,8,8,8,5
0,6.00,6.00,7.00,9.00,7.00,4.00,8,8,7,7,7
0,5.00,5.00,7.00,8.00,7.00,4.00,8,8,9,8,9
0,7.00,9.00,9.00,7.00,7.00,4.00,8,8,9,9,7
0,6.00,8.00,7.00,7.00,7.00,4.00,8,8,9,8,9
0,6.00,9.00,8.00,6.00,7.00,4.00,8,8,8,8,8
0,4.00,7.00,8.00,6.00,7.00,4.00,8,8,8,8,10
0,4.00,7.00,8.00,5.00,7.00,4.00,8,8,8,9,9
0,6.00,7.00,7.00,5.00,7.00,4.00,8,8,8,9,9
0,8.00,8.00,8.00,9.00,6.00,4.00,8,8,8,8,5
0,5.00,7.00,7.00,6.00,6.00,4.00,8,8,8,8,8
0,5.00,8.00,7.00,5.00,6.00,4.00,8,8,8,8,8
0,5.00,6.00,7.00,4.00,6.00,4.00,8,8,8,8,6
0,4.00,3.00,5.00,4.00,6.00,4.00,8,8,8,8,10
0,3.00,9.00,8.00,7.00,5.00,4.00,8,8,8,8,8
0,6.00,8.00,7.00,7.00,5.00,4.00,8,8,8,8,8
0,4.00,6.00,6.00,7.00,5.00,4.00,8,8,8,10,9
0,6.00,6.00,5.00,7.00,5.00,4.00,8,8,8,8,10
0,6.00,7.00,5.00,6.00,5.00,4.00,8,8,7,9,7
0,4.00,5.00,4.00,6.00,5.00,4.00,8,8,8,9,3
0,3.00,7.00,7.00,5.00,5.00,4.00,8,8,8,8,8
0,4.00,5.00,6.00,5.00,5.00,4.00,8,8,7,7,7
0,5.00,6.00,5.00,5.00,5.00,4.00,8,8,8,8,8
0,4.00,8.00,8.00,4.00,5.00,4.00,8,8,8,9,9
0,5.00,6.00,7.00,4.00,5.00,4.00,8,8,8,8,8
0,4.00,4.00,4.00,4.00,5.00,4.00,8,8,9,10,10
0,4.00,6.00,6.00,3.00,5.00,4.00,8,8,8,8,9
0,6.00,5.00,6.00,2.00,5.00,4.00,8,8,8,8,8
0,4.00,8.00,5.00,6.00,4.00,4.00,8,8,8,9,9
0,4.00,6.00,6.00,5.00,4.00,4.00,8,8,6,9,9
0,5.00,6.00,6.00,5.00,4.00,4.00,8,8,9,9,7
0,2.00,4.00,4.00,5.00,4.00,4.00,8,8,8,8,8
0,4.00,6.00,6.00,4.00,4.00,4.00,8,8,8,8,6
0,5.00,6.00,5.00,4.00,3.00,4.00,8,8,6,9,9
0,7.00,5.00,5.00,8.00,2.00,4.00,8,8,8,8,8
0,8.00,10.00,7.00,3.00,10.00,4.00,8,8,8,8,8
0,7.00,8.00,9.00,7.00,9.00,3.00,8,8,9,9,9
0,6.00,8.00,10.00,7.00,9.00,3.00,8,8,8,8,8
0,4.00,8.00,7.00,5.00,9.00,3.00,8,8,10,10,10
0,4.00,3.00,4.00,2.00,9.00,3.00,8,8,10,10,10
0,6.00,8.00,8.00,8.00,8.00,3.00,8,8,8,8,8
0,8.00,8.00,8.00,7.00,8.00,3.00,8,8,8,9,3
0,5.00,8.00,9.00,6.00,8.00,3.00,8,8,8,8,8
0,4.00,4.00,7.00,6.00,8.00,3.00,8,8,9,10,10
0,6.00,9.00,8.00,5.00,8.00,3.00,8,8,8,8,8
0,5.00,8.00,8.00,5.00,8.00,3.00,8,8,9,10,10
